variant,num_queries,fully_mapped_queries,partially_mapped_queries,unmapped_queries,query_coverage,strict_query_coverage,total_evidence_ids,mapped_evidence_ids,evidence_coverage
llm_extracted_fact,1986,1725,107,154,0.9224572004028198,0.8685800604229608,2815,2526,0.897335701598579
