method,num_queries,mrr,recall@1,recall@3,recall@5
type_aware,1838,0.6093848002850236,0.5032644178454843,0.6702937976060935,0.7334058759521219
text_intent_router,1838,0.5947825926683921,0.4885745375408052,0.6605005440696409,0.7154515778019587
