method,num_queries,mean_gold,multi_evidence_share,mrr,recall@1,recall@3,recall@5,any_hit@1,full_coverage@1,coverage_ratio@1,any_hit@3,full_coverage@3,coverage_ratio@3,any_hit@5,full_coverage@5,coverage_ratio@5,any_hit@10,full_coverage@10,coverage_ratio@10,any_hit@20,full_coverage@20,coverage_ratio@20
type_aware,86,2.9186046511627906,0.6627906976744186,0.42911077516059865,0.32558139534883723,0.4883720930232558,0.5465116279069767,0.32558139534883723,0.08139534883720931,0.1755813953488372,0.4883720930232558,0.18604651162790697,0.31715116279069766,0.5465116279069767,0.23255813953488372,0.36990234078127376,0.627906976744186,0.313953488372093,0.45405456756345947,0.7441860465116279,0.37209302325581395,0.5367785486287538
query_decomposition,86,2.9186046511627906,0.6627906976744186,0.21417114174930948,0.12790697674418605,0.22093023255813954,0.27906976744186046,0.12790697674418605,0.046511627906976744,0.0772609819121447,0.22093023255813954,0.08139534883720931,0.13811369509043928,0.27906976744186046,0.09302325581395349,0.16117571059431524,0.36046511627906974,0.12790697674418605,0.21324289405684754,0.5348837209302325,0.18604651162790697,0.3244576900527653
type_aware_plus_decomposition,86,2.9186046511627906,0.6627906976744186,0.3423899152178059,0.19767441860465115,0.4418604651162791,0.5116279069767442,0.19767441860465115,0.05813953488372093,0.11414728682170543,0.4418604651162791,0.18604651162790697,0.2897609819121447,0.5116279069767442,0.20930232558139536,0.3374354005167959,0.6162790697674418,0.3023255813953488,0.432827937376501,0.7441860465116279,0.37209302325581395,0.5367785486287538
