baseline,method,delta_mrr,delta_recall@1,delta_recall@3,delta_recall@5,delta_coverage_ratio@5,delta_full_coverage@5,delta_coverage_ratio@20,delta_full_coverage@20,delta_coverage_ratio@50,delta_full_coverage@50,delta_coverage_ratio@100,delta_full_coverage@100
candidate_reranker,candidate20_then_expansion,0.0027156989632773354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07181631912024067,0.07936507936507942,0.12315074177819274,0.11904761904761907
candidate_reranker,expanded_pool_oracle_top5,0.4468455934971489,0.5158730158730159,0.43650793650793657,0.3730158730158731,0.34545336653179787,0.30158730158730157,0.12081647473804336,0.11904761904761907,0.12081647473804336,0.11904761904761907,0.12081647473804336,0.11904761904761907
candidate_reranker,expanded_pool_selector,0.003958519969800844,0.0,0.007936507936507964,0.007936507936507964,-0.02413632119514475,-0.05555555555555558,-0.13503734827264235,-0.15873015873015872,0.018244890548812176,0.023809523809523836,0.12315074177819274,0.11904761904761907
