candidate_limit,num_queries,num_memories,avg_candidates,rerank_seconds,rerank_milliseconds_per_query
50,1838,2517,50.0,3.755004791,2.0429841082698585
100,1838,2517,100.0,6.913344416999999,3.761340814472252
200,1838,2517,200.0,11.04790875,6.010831746463547
500,1838,2517,500.0,24.202585082999995,13.167891775299235
