variant,stage,seconds,share_of_total,milliseconds_per_query
locomo_observation,load_data,0.026792375,0.0007994729128569232,0.016356761294261293
locomo_observation,feature_prep,0.05855166699999999,0.0017471564864674585,0.03574582844932844
locomo_observation,semantic_scorer_init,4.24942125,0.12680089707215608,2.5942742673992676
locomo_observation,query_encoding,0.015133500000000133,0.0004515771120223703,0.00923901098901107
locomo_observation,ranking_and_metrics,29.162643541,0.8702007036827235,17.803811685592187
locomo_observation,total,33.512548792,1.0,20.459431496947495
