candidate_limit,num_queries,num_memories,avg_lsh_pool,avg_candidates,empty_candidate_queries,rerank_seconds,rerank_milliseconds_per_query
50,1838,2517,1137.588139281828,50.0,0,2.807088083,1.5272514053318826
100,1838,2517,1137.588139281828,100.0,0,5.722078249999999,3.113209058759521
200,1838,2517,1137.588139281828,200.0,0,11.381039125000001,6.192077869967356
500,1838,2517,1137.588139281828,500.0,0,28.119401957999997,15.298912926006528
