method,num_rows,mean_gold,multi_evidence_share,mrr,recall@1,recall@3,recall@5,coverage_ratio@1,full_coverage@1,coverage_ratio@3,full_coverage@3,coverage_ratio@5,full_coverage@5,coverage_ratio@20,full_coverage@20
candidate_reranker,126,2.6507936507936507,0.6746031746031746,0.4182337715822162,0.3492063492063492,0.42857142857142855,0.49206349206349204,0.1818783068783069,0.07936507936507936,0.316005291005291,0.1984126984126984,0.3724426807760141,0.2619047619047619,0.5970795725697686,0.4444444444444444
intent_fusion_candidate_only_free,126,2.6507936507936507,0.6746031746031746,0.41767385971278054,0.3492063492063492,0.4126984126984127,0.47619047619047616,0.1818783068783069,0.07936507936507936,0.30013227513227514,0.18253968253968253,0.35921516754850086,0.25396825396825395,0.5970795725697686,0.4444444444444444
intent_fusion_candidate_only_keep_top1,126,2.6507936507936507,0.6746031746031746,0.41767385971278054,0.3492063492063492,0.4126984126984127,0.47619047619047616,0.1818783068783069,0.07936507936507936,0.30013227513227514,0.18253968253968253,0.35921516754850086,0.25396825396825395,0.5970795725697686,0.4444444444444444
intent_fusion_free,126,2.6507936507936507,0.6746031746031746,0.41991366635567245,0.3492063492063492,0.4126984126984127,0.47619047619047616,0.1818783068783069,0.07936507936507936,0.30013227513227514,0.18253968253968253,0.35921516754850086,0.25396825396825395,0.5970795725697686,0.4444444444444444
intent_fusion_keep_top1,126,2.6507936507936507,0.6746031746031746,0.41991366635567245,0.3492063492063492,0.4126984126984127,0.47619047619047616,0.1818783068783069,0.07936507936507936,0.30013227513227514,0.18253968253968253,0.35921516754850086,0.25396825396825395,0.5970795725697686,0.4444444444444444
intent_fusion_top5_window_free,126,2.6507936507936507,0.6746031746031746,0.41955652290496753,0.3492063492063492,0.4126984126984127,0.49206349206349204,0.1818783068783069,0.07936507936507936,0.30013227513227514,0.18253968253968253,0.3724426807760141,0.2619047619047619,0.5970795725697686,0.4444444444444444
intent_fusion_top5_window_keep_top1,126,2.6507936507936507,0.6746031746031746,0.41955652290496753,0.3492063492063492,0.4126984126984127,0.49206349206349204,0.1818783068783069,0.07936507936507936,0.30013227513227514,0.18253968253968253,0.3724426807760141,0.2619047619047619,0.5970795725697686,0.4444444444444444
