method,rows,mean_pool_size,mean_gold,multi_evidence_share,mrr,recall@1,recall@3,recall@5,coverage_ratio@1,full_coverage@1,coverage_ratio@3,full_coverage@3,coverage_ratio@5,full_coverage@5,coverage_ratio@20,full_coverage@20,coverage_ratio@50,full_coverage@50,coverage_ratio@100,full_coverage@100
candidate20_then_expansion,126,80.24603174603175,2.6507936507936507,0.6746031746031746,0.42094947054549353,0.3492063492063492,0.42857142857142855,0.49206349206349204,0.1818783068783069,0.07936507936507936,0.316005291005291,0.1984126984126984,0.3724426807760141,0.2619047619047619,0.5970795725697686,0.4444444444444444,0.6688958916900093,0.5238095238095238,0.7202303143479614,0.5634920634920635
candidate_reranker,126,20,2.6507936507936507,0.6746031746031746,0.4182337715822162,0.3492063492063492,0.42857142857142855,0.49206349206349204,0.1818783068783069,0.07936507936507936,0.316005291005291,0.1984126984126984,0.3724426807760141,0.2619047619047619,0.5970795725697686,0.4444444444444444,0.5970795725697686,0.4444444444444444,0.5970795725697686,0.4444444444444444
expanded_pool_oracle_top5,126,80.2063492063492,2.6507936507936507,0.6746031746031746,0.8650793650793651,0.8650793650793651,0.8650793650793651,0.8650793650793651,0.4707308849465712,0.24603174603174602,0.6910286336756924,0.5158730158730159,0.717896047307812,0.5634920634920635,0.717896047307812,0.5634920634920635,0.717896047307812,0.5634920634920635,0.717896047307812,0.5634920634920635
expanded_pool_selector,126,80.24603174603175,2.6507936507936507,0.6746031746031746,0.42219229155201704,0.3492063492063492,0.4365079365079365,0.5,0.1818783068783069,0.07936507936507936,0.29173280423280423,0.16666666666666666,0.34830635958086936,0.20634920634920634,0.46204222429712627,0.2857142857142857,0.6153244631185808,0.46825396825396826,0.7202303143479614,0.5634920634920635
