method,num_rows,mean_gold,multi_evidence_share,mrr,recall@1,recall@3,recall@5,recall@10,any_hit@1,full_coverage@1,coverage_ratio@1,any_hit@3,full_coverage@3,coverage_ratio@3,any_hit@5,full_coverage@5,coverage_ratio@5,any_hit@10,full_coverage@10,coverage_ratio@10,any_hit@20,full_coverage@20,coverage_ratio@20
candidate_reranker,2760,1.9217391304347826,0.4568840579710145,0.6601092889884702,0.5557971014492754,0.7322463768115942,0.7956521739130434,0.8565217391304348,0.5557971014492754,0.2996376811594203,0.4048171283225631,0.7322463768115942,0.4597826086956522,0.5833274646046385,0.7956521739130434,0.5268115942028986,0.6527721051090616,0.8565217391304348,0.592391304347826,0.7236025390612987,0.8963768115942029,0.657608695652174,0.7862168889294848
set_selector_all,2760,1.9217391304347826,0.4568840579710145,0.6578974414083446,0.5557971014492754,0.7297101449275363,0.7797101449275362,0.8478260869565217,0.5557971014492754,0.2996376811594203,0.4048171283225631,0.7297101449275363,0.4583333333333333,0.5801307066524458,0.7797101449275362,0.5119565217391304,0.636728171835269,0.8478260869565217,0.5822463768115942,0.7124661754249351,0.8963768115942029,0.657608695652174,0.7862168889294848
set_selector_type3,2760,1.9217391304347826,0.4568840579710145,0.659844192957499,0.5557971014492754,0.7315217391304348,0.7938405797101449,0.856159420289855,0.5557971014492754,0.2996376811594203,0.4048171283225631,0.7315217391304348,0.45905797101449275,0.5827386964886965,0.7938405797101449,0.5257246376811594,0.6512857690287358,0.856159420289855,0.591304347826087,0.7229040688519589,0.8963768115942029,0.657608695652174,0.7862168889294848
