method,num_rows,mean_gold,multi_evidence_share,any_hit@1,full_coverage@1,coverage_ratio@1,any_hit@3,full_coverage@3,coverage_ratio@3,any_hit@5,full_coverage@5,coverage_ratio@5,any_hit@10,full_coverage@10,coverage_ratio@10,any_hit@20,full_coverage@20,coverage_ratio@20
candidate_oracle,126,2.6507936507936507,0.6746031746031746,0.7777777777777778,0.2222222222222222,0.42668326589895217,0.7777777777777778,0.49206349206349204,0.637589480236539,0.7777777777777778,0.5238095238095238,0.6583644568938687,0.7777777777777778,0.5238095238095238,0.6583644568938687,0.7777777777777778,0.5238095238095238,0.6583644568938687
global_candidate_reranker,126,2.6507936507936507,0.6746031746031746,0.3492063492063492,0.07936507936507936,0.1818783068783069,0.42857142857142855,0.1984126984126984,0.316005291005291,0.49206349206349204,0.2619047619047619,0.3724426807760141,0.626984126984127,0.3253968253968254,0.4617582218072414,0.746031746031746,0.4444444444444444,0.5970795725697686
supervised_set_selector,126,2.6507936507936507,0.6746031746031746,0.30952380952380953,0.06349206349206349,0.1595238095238095,0.3888888888888889,0.15079365079365079,0.2584292976449839,0.48412698412698413,0.1746031746031746,0.32026792198360826,0.5634920634920635,0.2619047619047619,0.40988432410001036,0.6825396825396826,0.38095238095238093,0.5360462703599959
type3_specific_reranker,126,2.6507936507936507,0.6746031746031746,0.30952380952380953,0.07142857142857142,0.16547619047619047,0.4126984126984127,0.15079365079365079,0.27917055711173355,0.46825396825396826,0.20634920634920634,0.3307837949994813,0.6111111111111112,0.30952380952380953,0.46034728706297334,0.6904761904761905,0.4126984126984127,0.5451615831517792
type_aware,126,2.6507936507936507,0.6746031746031746,0.3412698412698413,0.06349206349206349,0.16732804232804233,0.5079365079365079,0.19047619047619047,0.3316798941798942,0.5476190476190477,0.23015873015873015,0.37747302624753604,0.6190476190476191,0.31746031746031744,0.4588520593422554,0.6746031746031746,0.373015873015873,0.5259531590413943
