method,splits,mean_queries,mrr_mean,mrr_stdev,recall@1_mean,recall@1_stdev,recall@3_mean,recall@3_stdev,recall@5_mean,recall@5_stdev
candidate_oracle,10,183.8,0.9108179731817619,0.02197488909957734,0.9108179731817619,0.02197488909957734,0.9108179731817619,0.02197488909957734,0.9108179731817619,0.02197488909957734
intrinsic_reranker_loco,10,183.8,0.6638026458848906,0.024254913963753552,0.5586344888864978,0.02410856499873474,0.741820589410436,0.03783565325858446,0.7968899014127238,0.027369966585804997
type_aware,10,183.8,0.608214808926373,0.030647261107442095,0.5025284198956962,0.030910671839748657,0.66926880715956,0.032984130207523256,0.7320740303607334,0.03647870572771489
