method,num_queries,mrr,recall@1,recall@3,recall@5
type_aware,1838,0.6093848002850236,0.5032644178454843,0.6702937976060935,0.7334058759521219
query_type_router,1838,0.6113790823837347,0.5048966267682263,0.6735582154515778,0.7312295973884657
