baseline,method,delta_mrr,delta_recall@1,delta_recall@3,delta_recall@5,delta_coverage_ratio@5,delta_full_coverage@5,delta_coverage_ratio@20,delta_full_coverage@20
candidate_reranker,intent_fusion_candidate_only_free,-0.0005599118694356586,0.0,-0.015873015873015872,-0.015873015873015872,-0.013227513227513255,-0.007936507936507964,0.0,0.0
candidate_reranker,intent_fusion_candidate_only_keep_top1,-0.0005599118694356586,0.0,-0.015873015873015872,-0.015873015873015872,-0.013227513227513255,-0.007936507936507964,0.0,0.0
candidate_reranker,intent_fusion_free,0.0016798947734562586,0.0,-0.015873015873015872,-0.015873015873015872,-0.013227513227513255,-0.007936507936507964,0.0,0.0
candidate_reranker,intent_fusion_keep_top1,0.0016798947734562586,0.0,-0.015873015873015872,-0.015873015873015872,-0.013227513227513255,-0.007936507936507964,0.0,0.0
candidate_reranker,intent_fusion_top5_window_free,0.0013227513227513366,0.0,-0.015873015873015872,0.0,0.0,0.0,0.0,0.0
candidate_reranker,intent_fusion_top5_window_keep_top1,0.0013227513227513366,0.0,-0.015873015873015872,0.0,0.0,0.0,0.0,0.0
