method,splits,mean_queries,mrr_mean,mrr_stdev,recall@1_mean,recall@1_stdev,recall@3_mean,recall@3_stdev,recall@5_mean,recall@5_stdev
oracle_best_method,5,552,0.69322903448007,0.021701318297827482,0.6003623188405797,0.022575981999528066,0.7557971014492754,0.03188096987680355,0.7985507246376812,0.027545764940214816
supervised_text_router,5,552,0.5919236354558608,0.024629855347770995,0.4851449275362319,0.02617111023881324,0.6612318840579711,0.029850103357398707,0.7083333333333334,0.029518425247826663
type_aware,5,552,0.6067091309512946,0.023653802906203093,0.4989130434782609,0.026395866266020276,0.6695652173913044,0.026674148288849245,0.7333333333333334,0.026851957475160858
