scope,rows,mean_gold,multi_evidence_share,top5_mrr,oracle_top5_mrr,top5_coverage,top5_full,top20_coverage,top20_full,oracle_top5_coverage,oracle_top5_full,coverage_rescue_gap,full_rescue_gap,rerank_rescuable_share,candidate_missing_all_gold_share
all_type3_candidate_reranker_top20,126,2.6507936507936507,0.6746031746031746,0.3923280423280423,0.746031746031746,0.3724426807760141,0.2619047619047619,0.5970795725697686,0.4444444444444444,0.5970795725697686,0.4444444444444444,0.22463689179375454,0.18253968253968253,0.3968253968253968,0.25396825396825395
