candidate_limit,num_queries,num_memories,avg_candidates,rerank_seconds,rerank_milliseconds_per_query,candidate_pool_gold_recall,candidate_pool_answerable_queries
50,1838,2517,50.0,4.167673333000001,2.267504533732318,0.8405875952121872,1838
100,1838,2517,100.0,6.749596833,3.6722507252448313,0.8792165397170838,1838
200,1838,2517,199.98748639825897,11.983615416000001,6.519921336235038,0.9009793253536452,1838
500,1838,2517,349.8770402611534,19.025655582999995,10.351281601196952,0.9047878128400435,1838
