scenario,metric,baseline_method,candidate_method,oracle_method,baseline,candidate,oracle,closed_gap,remaining_gap,total_oracle_gap,closure_rate,notes
heldout_intrinsic,mrr,type_aware,ablation_intrinsic_only,candidate_oracle,0.6067091309512946,0.6718996168287364,0.9094202898550725,0.0651904858774418,0.23752067302633606,0.30271115890377787,0.21535541046296136,Held-out query split; tests how much intrinsic reranker closes candidate-oracle headroom.
loco_intrinsic,mrr,type_aware,intrinsic_reranker_loco,candidate_oracle,0.608214808926373,0.6638026458848906,0.9108179731817619,0.055587836958517545,0.24701532729687137,0.3026031642553889,0.18369879606282938,Leave-one-conversation-out split; tests cross-conversation oracle-gap closure.
type3_set_selector,mrr,type_aware,supervised_set_selector,candidate_oracle,0.4335709830940341,0.3886297610275193,0.7782675220831142,-0.0449412220665148,0.38963776105559494,0.34469653898908015,-0.13037909286329827,Type 3 only; tests whether supervised set selector closes oracle headroom.
heldout_intrinsic,recall@5,type_aware,ablation_intrinsic_only,candidate_oracle,0.7333333333333334,0.8014492753623188,0.9094202898550725,0.06811594202898541,0.1079710144927537,0.1760869565217391,0.38683127572016407,Held-out query split; tests how much intrinsic reranker closes candidate-oracle headroom.
loco_intrinsic,recall@5,type_aware,intrinsic_reranker_loco,candidate_oracle,0.7320740303607334,0.7968899014127238,0.9108179731817619,0.06481587105199038,0.11392807176903819,0.17874394282102857,0.36261855942659127,Leave-one-conversation-out split; tests cross-conversation oracle-gap closure.
type3_set_selector,recall@5,type_aware,supervised_set_selector,candidate_oracle,0.5464026103831201,0.4806614549867923,0.7782675220831142,-0.0657411553963278,0.2976060670963219,0.23186491169999413,-0.28353214341197563,Type 3 only; tests whether supervised set selector closes oracle headroom.
type3_set_coverage,coverage_ratio@5,type_aware,supervised_set_selector,candidate_oracle,0.37747302624753604,0.3170933188090051,0.6583644568938687,-0.06037970743853094,0.3412711380848636,0.28089143064633265,-0.21495745633676655,Type 3 set-level evidence coverage; oracle shows candidate-pool headroom.
type3_set_coverage,full_coverage@5,type_aware,supervised_set_selector,candidate_oracle,0.23015873015873015,0.1746031746031746,0.5238095238095238,-0.05555555555555555,0.34920634920634924,0.2936507936507937,-0.18918918918918914,Type 3 set-level evidence coverage; oracle shows candidate-pool headroom.
type3_set_coverage,coverage_ratio@20,type_aware,supervised_set_selector,candidate_oracle,0.5259531590413943,0.5256587820313311,0.6583644568938687,-0.00029437701006318484,0.1327056748625376,0.1324112978524744,-0.002223201606188952,Type 3 set-level evidence coverage; oracle shows candidate-pool headroom.
type3_set_coverage,full_coverage@20,type_aware,supervised_set_selector,candidate_oracle,0.373015873015873,0.35714285714285715,0.5238095238095238,-0.015873015873015872,0.16666666666666669,0.1507936507936508,-0.10526315789473682,Type 3 set-level evidence coverage; oracle shows candidate-pool headroom.
