method,num_queries,mrr,recall@1,recall@3,recall@5,query_type
query_type_router,278,0.5134058251703952,0.37050359712230213,0.5863309352517986,0.658273381294964,1
query_type_router,310,0.7226232328475967,0.632258064516129,0.7870967741935484,0.8258064516129032,2
query_type_router,86,0.4291107751605988,0.32558139534883723,0.4883720930232558,0.5465116279069767,3
query_type_router,752,0.6634421435440292,0.5571808510638298,0.7194148936170213,0.7938829787234043,4
query_type_router,412,0.5368027020200431,0.441747572815534,0.6019417475728155,0.633495145631068,5
