split_seed,mix,redundancy_weight,keep_top1,validation_objective,validation_coverage@5,validation_full@5,train_candidates,validation_queries,test_queries
13,0.0,0.0,True,0.6606280193236714,0.4606280193236715,0.34782608695652173,5402,23,24
17,0.0,0.0,True,0.4798611111111111,0.3506944444444444,0.20833333333333334,4876,24,23
23,0.0,0.0,True,0.4798611111111111,0.3506944444444444,0.20833333333333334,4881,24,22
29,0.0,0.0,True,0.4798611111111111,0.3506944444444444,0.20833333333333334,4142,24,29
31,0.0,0.0,True,0.4798611111111111,0.3506944444444444,0.20833333333333334,4194,24,28
