run_id,temperature,seed,status,num_memories,memory_tokens,prompt_tokens,completion_tokens,total_tokens,num_queries,recall@1,recall@3,recall@5,mrr,method,evidence,notes
run1_main,0.0,default,completed,2517,31148,361103,198471,559574,1838,0.5032644178454843,0.6702937976060935,0.7334058759521219,0.6093848002850233,type_aware,completed,Current main LoCoMo10 DeepSeek extraction.
run2_repeat,0.2,repeat_1,completed,2487,31052,361103,196554,557657,1832,0.5049126637554585,0.6746724890829694,0.7368995633187773,0.6121961771570089,type_aware,completed,Repeat extraction with the same prompt and nonzero temperature.
run3_repeat,0.2,repeat_2,completed,2517,31285,361103,198927,560030,1830,0.5081967213114754,0.6836065573770492,0.7448087431693989,0.6164307414880482,type_aware,completed,Repeat extraction with the same prompt and nonzero temperature; extraction resumed after a transient SSL EOF and completed with API retries.
