variant,num_memories,memory_tokens,avg_tokens_per_memory,prompt_tokens,completion_tokens,total_tokens,num_queries,recall@1,recall@3,recall@5,mrr
llm_extracted_fact,187,2443,13.064171122994653,26930,15084,42014,175,0.4742857142857143,0.6685714285714286,0.7257142857142858,0.5900610918407472
locomo_observation,184,3002,16.315217391304348,0,0,0,155,0.4967741935483871,0.6,0.6903225806451613,0.5782528899115196
