metric,baseline,candidate,num_queries,baseline_mean,candidate_mean,mean_delta,bootstrap_ci_low,bootstrap_ci_high,permutation_p_value,improved_queries,worsened_queries,tied_queries
mrr,type_aware,text_intent_router,1838,0.6093848002850233,0.5947825926683914,-0.014602207616631856,-0.020610585008002072,-0.008713171709684227,0.0001999600079984003,66,151,1621
recall@1,type_aware,text_intent_router,1838,0.5032644178454843,0.4885745375408052,-0.014689880304679,-0.022850924918389554,-0.007072905331882481,0.0003999200159968006,15,42,1781
recall@3,type_aware,text_intent_router,1838,0.6702937976060935,0.6605005440696409,-0.009793253536452665,-0.017954298150163223,-0.001632208922742111,0.02959408118376325,22,40,1776
recall@5,type_aware,text_intent_router,1838,0.7334058759521219,0.7154515778019587,-0.017954298150163223,-0.02665941240478781,-0.009793253536452665,0.0001999600079984003,15,48,1775
