method,splits,mean_queries,mrr_mean,mrr_stdev,recall@1_mean,recall@1_stdev,recall@3_mean,recall@3_stdev,recall@5_mean,recall@5_stdev
candidate_oracle,5,25.2,0.7782675220831142,0.012947292569131127,0.7782675220831142,0.012947292569131127,0.7782675220831142,0.012947292569131127,0.7782675220831142,0.012947292569131127
global_candidate_reranker,5,25.2,0.42085750405885103,0.03597075918407921,0.3506597350675312,0.042306472506222804,0.43158696625713117,0.058466251835652266,0.49591811237238526,0.06598947554040596
type3_specific_reranker,5,25.2,0.39898142773576684,0.03919204053141179,0.31229953205215577,0.05144688985513732,0.4171852385495564,0.050413000554066265,0.4747687844389493,0.0675774650880624
type_aware,5,25.2,0.4335709830940341,0.027895998368046484,0.3441584402603893,0.04405402092205331,0.5067545772568262,0.04099415043871337,0.5464026103831201,0.017932042653082722
