variant,query_type,num_queries,baseline,improved,delta_mrr,delta_recall@1,delta_recall@3,delta_recall@5
llm_extracted_fact,1,278,time_aware,type_aware,0.013411752609731598,0.017985611510791366,0.003597122302158251,0.014388489208633115
llm_extracted_fact,2,310,time_aware,type_aware,0.007694272385362577,0.006451612903225712,0.003225806451612967,0.009677419354838679
llm_extracted_fact,3,86,time_aware,type_aware,0.014932142554858252,0.023255813953488413,0.011627906976744151,0.0
llm_extracted_fact,4,752,time_aware,type_aware,0.00032848649692995835,-0.0013297872340425343,-0.003989361702127714,0.003989361702127714
llm_extracted_fact,5,412,time_aware,type_aware,0.00023920746020100747,-0.0024271844660194164,0.009708737864077666,0.004854368932038833
