method,splits,mean_queries,mrr_mean,mrr_stdev,recall@1_mean,recall@1_stdev,recall@3_mean,recall@3_stdev,recall@5_mean,recall@5_stdev
ablation_intrinsic_only,20,552,0.6753201203121303,0.012635167684627325,0.5730978260869565,0.016658321709477692,0.7469202898550724,0.01285163822083211,0.8033514492753623,0.0117621530088283
ablation_full,20,552,0.6701917625329377,0.012741844908587098,0.5720108695652174,0.019017198252086382,0.7355072463768116,0.0091810855203743,0.7906702898550725,0.009540449262072358
type_aware,20,552,0.6151174161435243,0.012203829657662752,0.5117753623188406,0.015116945379546694,0.6740942028985507,0.015404438682267978,0.7376811594202899,0.015434684127846595
