candidate_limit,num_queries,num_memories,avg_candidates,seconds,milliseconds_per_query
50,1838,2517,50.0,6.267271665999999,3.4098322448313376
100,1838,2517,100.0,8.339437958,4.53723501523395
200,1838,2517,200.0,13.402766709000002,7.29203847062024
500,1838,2517,500.0,28.665586040999997,15.5960751039173
