metric,baseline,candidate,num_queries,baseline_mean,candidate_mean,mean_delta,bootstrap_ci_low,bootstrap_ci_high,permutation_p_value,improved_queries,worsened_queries,tied_queries
mrr,type_aware,candidate_reranker_loco,1838,0.6093848002850233,0.6597850929021615,0.05040029261713818,0.04105289936334762,0.060124278349477756,0.0001999600079984003,447,340,1051
recall@1,type_aware,candidate_reranker_loco,1838,0.5032644178454843,0.55930359085963,0.05603917301414581,0.042437431991294884,0.06964091403699674,0.0001999600079984003,137,34,1667
recall@3,type_aware,candidate_reranker_loco,1838,0.6702937976060935,0.7236126224156693,0.05331882480957562,0.03862894450489663,0.06855277475516866,0.0001999600079984003,150,52,1636
recall@5,type_aware,candidate_reranker_loco,1838,0.7334058759521219,0.7856365614798694,0.05223068552774755,0.03754080522306855,0.06746463547334058,0.0001999600079984003,149,53,1636
