method,num_rows,mean_gold,multi_evidence_share,mrr,recall@1,recall@3,recall@5,any_hit@1,full_coverage@1,coverage_ratio@1,any_hit@3,full_coverage@3,coverage_ratio@3,any_hit@5,full_coverage@5,coverage_ratio@5,any_hit@20,full_coverage@20,coverage_ratio@20
candidate_reranker,126,2.6507936507936507,0.6746031746031746,0.4182337715822162,0.3492063492063492,0.42857142857142855,0.49206349206349204,0.3492063492063492,0.07936507936507936,0.1818783068783069,0.42857142857142855,0.1984126984126984,0.316005291005291,0.49206349206349204,0.2619047619047619,0.3724426807760141,0.746031746031746,0.4444444444444444,0.5970795725697686
coverage_aware_free,126,2.6507936507936507,0.6746031746031746,0.4137843694437385,0.3492063492063492,0.42063492063492064,0.4444444444444444,0.3492063492063492,0.07936507936507936,0.1818783068783069,0.42063492063492064,0.1746031746031746,0.30013227513227514,0.4444444444444444,0.2222222222222222,0.3328042328042328,0.746031746031746,0.4444444444444444,0.5970795725697686
coverage_aware_keep_top1,126,2.6507936507936507,0.6746031746031746,0.4137843694437385,0.3492063492063492,0.42063492063492064,0.4444444444444444,0.3492063492063492,0.07936507936507936,0.1818783068783069,0.42063492063492064,0.1746031746031746,0.30013227513227514,0.4444444444444444,0.2222222222222222,0.3328042328042328,0.746031746031746,0.4444444444444444,0.5970795725697686
