metric,baseline,candidate,num_queries,baseline_mean,candidate_mean,mean_delta,bootstrap_ci_low,bootstrap_ci_high,permutation_p_value,improved_queries,worsened_queries,tied_queries
mrr,type_aware,candidate_reranker,2760,0.6067091309512946,0.6605859366363394,0.05387680568504464,0.04622915213238463,0.06189526758431106,0.0001999600079984003,691,498,1571
recall@1,type_aware,candidate_reranker,2760,0.4989130434782609,0.5557971014492754,0.05688405797101449,0.04528985507246377,0.06884057971014493,0.0001999600079984003,214,57,2489
recall@3,type_aware,candidate_reranker,2760,0.6695652173913044,0.7322463768115942,0.06268115942028986,0.05036231884057971,0.0746376811594203,0.0001999600079984003,238,65,2457
recall@5,type_aware,candidate_reranker,2760,0.7333333333333333,0.7956521739130434,0.06231884057971015,0.05,0.0746376811594203,0.0001999600079984003,241,69,2450
