variant,stage,seconds,share_of_total,milliseconds_per_query
llm_extracted_fact,load_data,0.030114833,0.0008353835403612924,0.01638456637649619
llm_extracted_fact,feature_prep,0.057621459000000014,0.0015984155854426643,0.03135008650707291
llm_extracted_fact,semantic_scorer_init,4.243525332999999,0.11771512119274816,2.3087733041349288
llm_extracted_fact,query_encoding,0.016650917000000653,0.0004618953720820094,0.00905925843307979
llm_extracted_fact,ranking_and_metrics,31.701185042,0.8793888444951498,17.24765236235038
llm_extracted_fact,total,36.049109834,1.0,19.61322624265506
