metric,baseline,candidate,num_queries,baseline_mean,candidate_mean,mean_delta,bootstrap_ci_low,bootstrap_ci_high,permutation_p_value,improved_queries,worsened_queries,tied_queries
mrr,type_aware,query_type_router,1838,0.6093848002850233,0.6113790823837347,0.001994282098711505,-0.006012176750034292,0.009801750074461862,0.6186762647470506,203,215,1420
recall@1,type_aware,query_type_router,1838,0.5032644178454843,0.5048966267682263,0.001632208922742111,-0.009793253536452665,0.013057671381936888,0.8436312737452509,56,53,1729
recall@3,type_aware,query_type_router,1838,0.6702937976060935,0.6735582154515778,0.003264417845484222,-0.007616974972796518,0.014145810663764961,0.6210757848430314,53,47,1738
recall@5,type_aware,query_type_router,1838,0.7334058759521219,0.7312295973884657,-0.002176278563656148,-0.012513601741022852,0.008705114254624592,0.7716456708658268,49,53,1736
