variant,num_memories,memory_tokens,avg_tokens_per_memory,prompt_tokens,completion_tokens,total_tokens,num_queries,recall@1,recall@3,recall@5,mrr
llm_extracted_fact,28,358,12.785714285714286,4012,2207,6219,29,0.5862068965517241,0.7586206896551724,0.7931034482758621,0.6791948754423399
locomo_observation,28,464,16.571428571428573,0,0,0,29,0.4827586206896552,0.7241379310344828,0.7931034482758621,0.6194854953475644
